GridRef,Alias,TopLat,BottomLat,LeftLon,RightLon,ZoneCount
21M2H3S2Q,21M09.2,-4,-5,-55,-54,8
21M2H3S3Q,21M09.3,-5,-6,-56,-55,6
21M2H3S4Q,21M09.4,-5,-6,-55,-54,13
21M2H4S1Q,21M10.1,-6,-7,-60,-59,5
21M2H4S2Q,21M10.2,-6,-7,-59,-58,17
21M2H4S3Q,21M10.3,-7,-8,-60,-59,1
21M2H4S4Q,21M10.4,-7,-8,-59,-58,37
21M2H5S1Q,21M11.1,-6,-7,-58,-57,24
21M2H5S3Q,21M11.3,-7,-8,-58,-57,24
21M2H6S2Q,21M12.2,-6,-7,-55,-54,10
21M2H6S3Q,21M12.3,-7,-8,-56,-55,2
21M2H6S4Q,21M12.4,-7,-8,-55,-54,6
21N1H1S1Q,21N01.1,8,7,-60,-59,24
21N1H1S2Q,21N01.2,8,7,-59,-58,34
21N1H1S3Q,21N01.3,7,6,-60,-59,2
21N1H1S4Q,21N01.4,7,6,-59,-58,108
21N1H2S3Q,21N02.3,7,6,-58,-57,64
21N1H4S1Q,21N04.1,6,5,-60,-59,6
21N1H4S2Q,21N04.2,6,5,-59,-58,16
21N1H4S3Q,21N04.3,5,4,-60,-59,28
21N1H4S4Q,21N04.4,5,4,-59,-58,2
21N1H5S1Q,21N05.1,6,5,-58,-57,30
21N1H5S2Q,21N05.2,6,5,-57,-56,36
21N1H5S3Q,21N05.3,5,4,-58,-57,1
21N1H5S4Q,21N05.4,5,4,-57,-56,1
21N1H6S1Q,21N06.1,6,5,-56,-55,142
21N1H6S2Q,21N06.2,6,5,-55,-54,127
21N1H6S3Q,21N06.3,5,4,-56,-55,76
21N1H6S4Q,21N06.4,5,4,-55,-54,78
21N2H1S1Q,21N07.1,4,3,-60,-59,55
21N2H1S2Q,21N07.2,4,3,-59,-58,2
21N2H1S3Q,21N07.3,3,2,-60,-59,32
21N2H1S4Q,21N07.4,3,2,-59,-58,1
21N2H2S4Q,21N08.4,3,2,-57,-56,4
21N2H3S1Q,21N09.1,4,3,-56,-55,22
21N2H3S2Q,21N09.2,4,3,-55,-54,48
21N2H3S3Q,21N09.3,3,2,-56,-55,9
21N2H3S4Q,21N09.4,3,2,-55,-54,6
21N2H4S1Q,21N10.1,2,1,-60,-59,2
21N2H4S2Q,21N10.2,2,1,-59,-58,9
21N2H4S3Q,21N10.3,1,0,-60,-59,3
21N2H5S2Q,21N11.2,2,1,-57,-56,3
21N2H6S1Q,21N12.1,2,1,-56,-55,2
21N2H6S2Q,21N12.2,2,1,-55,-54,14
21N2H6S3Q,21N12.3,1,0,-56,-55,4
21N2H6S4Q,21N12.4,1,0,-55,-54,7
21P1H4S1Q,21P04.1,14,13,-60,-59,508
21P2H4S3Q,21P10.3,9,8,-60,-59,10
21T1H1S1Q,21T01.1,48,47,-60,-59,13
21T1H1S2Q,21T01.2,48,47,-59,-58,4
21T1H1S3Q,21T01.3,47,46,-60,-59,5
21T1H2S1Q,21T02.1,48,47,-58,-57,6
21T1H2S2Q,21T02.2,48,47,-57,-56,5
21T1H2S4Q,21T02.4,47,46,-57,-56,2
21T1H3S1Q,21T03.1,48,47,-56,-55,29
21T1H3S2Q,21T03.2,48,47,-55,-54,28
21T1H3S3Q,21T03.3,47,46,-56,-55,8
21T1H3S4Q,21T03.4,47,46,-55,-54,5
21T1H4S1Q,21T04.1,46,45,-60,-59,1
21U1H1S1Q,21U01.1,56,55,-60,-59,1
21U1H1S3Q,21U01.3,55,54,-60,-59,1
21U1H1S4Q,21U01.4,55,54,-59,-58,1
21U1H5S1Q,21U05.1,54,53,-58,-57,1
21U1H5S4Q,21U05.4,53,52,-57,-56,2
21U1H6S1Q,21U06.1,54,53,-56,-55,3
21U1H6S3Q,21U06.3,53,52,-56,-55,9
21U2H1S2Q,21U07.2,52,51,-59,-58,2
21U2H1S3Q,21U07.3,51,50,-60,-59,2
21U2H1S4Q,21U07.4,51,50,-59,-58,2
21U2H2S1Q,21U08.1,52,51,-58,-57,5
21U2H2S2Q,21U08.2,52,51,-57,-56,17
21U2H2S3Q,21U08.3,51,50,-58,-57,8
21U2H2S4Q,21U08.4,51,50,-57,-56,9
21U2H3S1Q,21U09.1,52,51,-56,-55,7
21U2H3S3Q,21U09.3,51,50,-56,-55,1
21U2H4S2Q,21U10.2,50,49,-59,-58,7
21U2H4S3Q,21U10.3,49,48,-60,-59,1
21U2H4S4Q,21U10.4,49,48,-59,-58,21
21U2H5S1Q,21U11.1,50,49,-58,-57,17
21U2H5S2Q,21U11.2,50,49,-57,-56,24
21U2H5S3Q,21U11.3,49,48,-58,-57,6
21U2H5S4Q,21U11.4,49,48,-57,-56,4
21U2H6S1Q,21U12.1,50,49,-56,-55,43
21U2H6S2Q,21U12.2,50,49,-55,-54,23
21U2H6S3Q,21U12.3,49,48,-56,-55,5
21U2H6S4Q,21U12.4,49,48,-55,-54,19
21W1H3S1Q,21W03.1,72,71,-56,-55,1
21W1H3S4Q,21W03.4,71,70,-55,-54,7
21X2H2S3Q,21X08.3,75,74,-58,-57,2
21X2H2S4Q,21X08.4,75,74,-57,-56,1
21X2H5S2Q,21X11.2,74,73,-57,-56,5
21X2H5S4Q,21X11.4,73,72,-57,-56,2
21X2H6S1Q,21X12.1,74,73,-56,-55,1
21X2H6S3Q,21X12.3,73,72,-56,-55,7
22H1H1S1Q,22H01.1,-32,-33,-54,-53,31
22H1H1S2Q,22H01.2,-32,-33,-53,-52,35
22H1H1S3Q,22H01.3,-33,-34,-54,-53,29
22H1H4S1Q,22H04.1,-34,-35,-54,-53,11
22J1H1S1Q,22J01.1,-24,-25,-54,-53,94
22J1H1S2Q,22J01.2,-24,-25,-53,-52,60
22J1H1S3Q,22J01.3,-25,-26,-54,-53,114
22J1H1S4Q,22J01.4,-25,-26,-53,-52,116
22J1H2S1Q,22J02.1,-24,-25,-52,-51,66
22J1H2S2Q,22J02.2,-24,-25,-51,-50,75
22J1H2S3Q,22J02.3,-25,-26,-52,-51,46
22J1H2S4Q,22J02.4,-25,-26,-51,-50,168
22J1H3S1Q,22J03.1,-24,-25,-50,-49,56
22J1H3S2Q,22J03.2,-24,-25,-49,-48,613
22J1H3S3Q,22J03.3,-25,-26,-50,-49,116
22J1H3S4Q,22J03.4,-25,-26,-49,-48,490
22J1H4S1Q,22J04.1,-26,-27,-54,-53,113
22J1H4S2Q,22J04.2,-26,-27,-53,-52,74
22J1H4S3Q,22J04.3,-27,-28,-54,-53,111
22J1H4S4Q,22J04.4,-27,-28,-53,-52,107
22J1H5S1Q,22J05.1,-26,-27,-52,-51,53
22J1H5S2Q,22J05.2,-26,-27,-51,-50,75
22J1H5S3Q,22J05.3,-27,-28,-52,-51,99
22J1H5S4Q,22J05.4,-27,-28,-51,-50,41
22J1H6S1Q,22J06.1,-26,-27,-50,-49,156
22J1H6S2Q,22J06.2,-26,-27,-49,-48,94
22J1H6S3Q,22J06.3,-27,-28,-50,-49,72
22J1H6S4Q,22J06.4,-27,-28,-49,-48,80
22J2H1S1Q,22J07.1,-28,-29,-54,-53,79
22J2H1S2Q,22J07.2,-28,-29,-53,-52,109
22J2H1S3Q,22J07.3,-29,-30,-54,-53,82
22J2H1S4Q,22J07.4,-29,-30,-53,-52,80
22J2H2S1Q,22J08.1,-28,-29,-52,-51,93
22J2H2S2Q,22J08.2,-28,-29,-51,-50,42
22J2H2S3Q,22J08.3,-29,-30,-52,-51,245
22J2H2S4Q,22J08.4,-29,-30,-51,-50,105
22J2H3S1Q,22J09.1,-28,-29,-50,-49,132
22J2H3S2Q,22J09.2,-28,-29,-49,-48,49
22J2H3S3Q,22J09.3,-29,-30,-50,-49,33
22J2H4S1Q,22J10.1,-30,-31,-54,-53,27
22J2H4S2Q,22J10.2,-30,-31,-53,-52,49
22J2H4S3Q,22J10.3,-31,-32,-54,-53,30
22J2H4S4Q,22J10.4,-31,-32,-53,-52,43
22J2H5S1Q,22J11.1,-30,-31,-52,-51,68
22J2H5S2Q,22J11.2,-30,-31,-51,-50,22
22J2H5S3Q,22J11.3,-31,-32,-52,-51,13
22J2H5S4Q,22J11.4,-31,-32,-51,-50,1
22K1H1S1Q,22K01.1,-16,-17,-54,-53,16
22K1H1S2Q,22K01.2,-16,-17,-53,-52,14
22K1H1S3Q,22K01.3,-17,-18,-54,-53,14
22K1H1S4Q,22K01.4,-17,-18,-53,-52,12
22K1H2S1Q,22K02.1,-16,-17,-52,-51,25
22K1H2S2Q,22K02.2,-16,-17,-51,-50,27
22K1H2S3Q,22K02.3,-17,-18,-52,-51,8
22K1H2S4Q,22K02.4,-17,-18,-51,-50,11
22K1H3S1Q,22K03.1,-16,-17,-50,-49,49
22K1H3S2Q,22K03.2,-16,-17,-49,-48,18
22K1H3S3Q,22K03.3,-17,-18,-50,-49,18
22K1H3S4Q,22K03.4,-17,-18,-49,-48,25
22K1H4S1Q,22K04.1,-18,-19,-54,-53,8
22K1H4S2Q,22K04.2,-18,-19,-53,-52,4
22K1H4S3Q,22K04.3,-19,-20,-54,-53,5
22K1H4S4Q,22K04.4,-19,-20,-53,-52,7
22K1H5S1Q,22K05.1,-18,-19,-52,-51,12
22K1H5S2Q,22K05.2,-18,-19,-51,-50,13
22K1H5S3Q,22K05.3,-19,-20,-52,-51,16
22K1H5S4Q,22K05.4,-19,-20,-51,-50,25
22K1H6S1Q,22K06.1,-18,-19,-50,-49,27
22K1H6S2Q,22K06.2,-18,-19,-49,-48,67
22K1H6S3Q,22K06.3,-19,-20,-50,-49,13
22K1H6S4Q,22K06.4,-19,-20,-49,-48,54
22K2H1S1Q,22K07.1,-20,-21,-54,-53,15
22K2H1S2Q,22K07.2,-20,-21,-53,-52,7
22K2H1S3Q,22K07.3,-21,-22,-54,-53,26
22K2H1S4Q,22K07.4,-21,-22,-53,-52,18
22K2H2S1Q,22K08.1,-20,-21,-52,-51,41
22K2H2S2Q,22K08.2,-20,-21,-51,-50,71
22K2H2S3Q,22K08.3,-21,-22,-52,-51,75
22K2H2S4Q,22K08.4,-21,-22,-51,-50,80
22K2H3S1Q,22K09.1,-20,-21,-50,-49,68
22K2H3S2Q,22K09.2,-20,-21,-49,-48,44
22K2H3S3Q,22K09.3,-21,-22,-50,-49,59
22K2H3S4Q,22K09.4,-21,-22,-49,-48,59
22K2H4S1Q,22K10.1,-22,-23,-54,-53,52
22K2H4S2Q,22K10.2,-22,-23,-53,-52,45
22K2H4S3Q,22K10.3,-23,-24,-54,-53,39
22K2H4S4Q,22K10.4,-23,-24,-53,-52,75
22K2H5S1Q,22K11.1,-22,-23,-52,-51,78
22K2H5S2Q,22K11.2,-22,-23,-51,-50,65
22K2H5S3Q,22K11.3,-23,-24,-52,-51,94
22K2H5S4Q,22K11.4,-23,-24,-51,-50,95
22K2H6S1Q,22K12.1,-22,-23,-50,-49,51
22K2H6S2Q,22K12.2,-22,-23,-49,-48,41
22K2H6S3Q,22K12.3,-23,-24,-50,-49,64
22K2H6S4Q,22K12.4,-23,-24,-49,-48,32
22L1H2S2Q,22L02.2,-8,-9,-51,-50,3
22L1H2S4Q,22L02.4,-9,-10,-51,-50,3
22L1H3S1Q,22L03.1,-8,-9,-50,-49,19
22L1H3S2Q,22L03.2,-8,-9,-49,-48,26
22L1H3S3Q,22L03.3,-9,-10,-50,-49,6
22L1H3S4Q,22L03.4,-9,-10,-49,-48,21
22L1H4S2Q,22L04.2,-10,-11,-53,-52,2
22L1H4S3Q,22L04.3,-11,-12,-54,-53,1
22L1H5S1Q,22L05.1,-10,-11,-52,-51,7
22L1H5S2Q,22L05.2,-10,-11,-51,-50,7
22L1H5S3Q,22L05.3,-11,-12,-52,-51,2
22L1H5S4Q,22L05.4,-11,-12,-51,-50,8
22L1H6S1Q,22L06.1,-10,-11,-50,-49,13
22L1H6S2Q,22L06.2,-10,-11,-49,-48,29
22L1H6S3Q,22L06.3,-11,-12,-50,-49,11
22L1H6S4Q,22L06.4,-11,-12,-49,-48,34
22L2H1S1Q,22L07.1,-12,-13,-54,-53,1
22L2H1S2Q,22L07.2,-12,-13,-53,-52,1
22L2H1S3Q,22L07.3,-13,-14,-54,-53,4
22L2H1S4Q,22L07.4,-13,-14,-53,-52,2
22L2H2S1Q,22L08.1,-12,-13,-52,-51,1
22L2H2S3Q,22L08.3,-13,-1
